trialsN,participant,trials.label,trials.cue,trials.thisRepN,trials.thisN,signalOpacity,trials.response,trialsStair
11,16,high_opac_v,Valid,4.0,11.0,0.01,0.0,4
12,16,high_opac_v,Valid,5.0,12.0,0.0,1.0,5
13,16,low_opac_v,Valid,5.0,13.0,0.1841780991895161,0.0,5
14,16,low_opac_i,Invalid,5.0,14.0,0.1841780991895161,1.0,5
15,16,high_opac_v,Valid,6.0,15.0,0.01,0.0,6
16,16,low_opac_v,Valid,6.0,16.0,0.0,1.0,6
17,16,low_opac_i,Invalid,6.0,17.0,0.0,1.0,6
18,16,high_opac_v,Valid,7.0,18.0,0.0,1.0,7
19,16,low_opac_i,Invalid,7.0,19.0,0.0,1.0,7
20,16,low_opac_v,Valid,7.0,20.0,0.2675765758403229,1.0,7
21,16,low_opac_i,Invalid,8.0,21.0,0.0693977005055356,0.0,8
22,16,low_opac_v,Valid,8.0,22.0,0.0,1.0,8
23,16,high_opac_v,Valid,8.0,23.0,0.0,1.0,8
24,16,low_opac_v,Valid,9.0,24.0,0.0,1.0,9
25,16,high_opac_v,Valid,9.0,25.0,0.0,1.0,9
26,16,low_opac_i,Invalid,9.0,26.0,0.0,1.0,9
27,16,high_opac_v,Valid,10.0,27.0,0.0,1.0,10
28,16,low_opac_i,Invalid,10.0,28.0,0.1380266354329187,0.0,10
29,16,low_opac_v,Valid,10.0,29.0,0.0,1.0,10
30,16,low_opac_i,Invalid,11.0,30.0,0.0,1.0,11
31,16,high_opac_v,Valid,11.0,31.0,0.0,1.0,11
32,16,low_opac_v,Valid,11.0,32.0,0.2066692168697818,0.0,11
33,16,low_opac_i,Invalid,12.0,33.0,0.0,1.0,12
34,16,low_opac_v,Valid,12.0,34.0,0.2479347639587825,0.0,12
35,16,high_opac_v,Valid,12.0,35.0,0.01,0.0,12
36,16,low_opac_i,Invalid,13.0,36.0,0.0,1.0,13
37,16,low_opac_v,Valid,13.0,37.0,0.0,1.0,13
38,16,high_opac_v,Valid,13.0,38.0,0.0404807316867947,0.0,13
39,16,high_opac_v,Valid,14.0,39.0,0.0660233925889323,1.0,14
40,16,low_opac_i,Invalid,14.0,40.0,0.0,1.0,14
41,16,low_opac_v,Valid,14.0,41.0,0.0,1.0,14
42,16,high_opac_v,Valid,15.0,42.0,0.0,1.0,15
43,16,low_opac_i,Invalid,15.0,43.0,0.1481032175869144,0.0,15
44,16,low_opac_v,Valid,15.0,44.0,0.2661243270400081,1.0,15
45,16,low_opac_i,Invalid,16.0,45.0,0.1761125698541988,1.0,16
46,16,high_opac_v,Valid,16.0,46.0,0.0544295072070696,0.0,16
47,16,low_opac_v,Valid,16.0,47.0,0.0,1.0,16
48,16,low_opac_i,Invalid,17.0,48.0,0.1698552788990396,1.0,17
49,16,high_opac_v,Valid,17.0,49.0,0.0,0.0,17
50,16,low_opac_v,Valid,17.0,50.0,0.2536623023891486,1.0,17
51,16,high_opac_v,Valid,18.0,51.0,0.0,0.0,18
52,16,low_opac_i,Invalid,18.0,52.0,0.0,1.0,18
53,16,low_opac_v,Valid,18.0,53.0,0.2477451259183451,1.0,18
54,16,high_opac_v,Valid,19.0,54.0,0.112317334877734,1.0,19
55,16,low_opac_v,Valid,19.0,55.0,0.0,1.0,19
56,16,low_opac_i,Invalid,19.0,56.0,0.0,1.0,19
57,16,low_opac_v,Valid,20.0,57.0,0.0,0.0,20
58,16,low_opac_i,Invalid,20.0,58.0,0.0,1.0,20
59,16,high_opac_v,Valid,20.0,59.0,0.0,1.0,20
60,16,low_opac_v,Valid,21.0,60.0,0.0,1.0,21
61,16,high_opac_v,Valid,21.0,61.0,0.1031762543299367,0.0,21
62,16,low_opac_i,Invalid,21.0,62.0,0.0,1.0,21
63,16,low_opac_v,Valid,22.0,63.0,0.0,1.0,22
64,16,high_opac_v,Valid,22.0,64.0,0.1193418061041484,1.0,22
65,16,low_opac_i,Invalid,22.0,65.0,0.0,1.0,22
66,16,low_opac_i,Invalid,23.0,66.0,0.0,1.0,23
67,16,high_opac_v,Valid,23.0,67.0,0.1153255058608604,0.0,23
68,16,low_opac_v,Valid,23.0,68.0,0.2479507127554489,1.0,23
69,16,low_opac_v,Valid,24.0,69.0,0.2440198753959627,1.0,24
70,16,low_opac_i,Invalid,24.0,70.0,0.1340565061998263,1.0,24
71,16,high_opac_v,Valid,24.0,71.0,0.1311449470167821,1.0,24
72,16,low_opac_v,Valid,25.0,72.0,0.2400331049005791,1.0,25
73,16,high_opac_v,Valid,25.0,73.0,0.1273416784380315,1.0,25
74,16,low_opac_i,Invalid,25.0,74.0,0.0,0.0,25
75,16,high_opac_v,Valid,26.0,75.0,0.0,0.0,26
76,16,low_opac_v,Valid,26.0,76.0,0.0,0.0,26
77,16,low_opac_i,Invalid,26.0,77.0,0.0,0.0,26
78,16,low_opac_v,Valid,27.0,78.0,0.2508449583220882,1.0,27
79,16,high_opac_v,Valid,27.0,79.0,0.0,0.0,27
80,16,low_opac_i,Invalid,27.0,80.0,0.1605781308186472,1.0,27
81,16,low_opac_v,Valid,28.0,81.0,0.2474859940181829,1.0,28
82,16,low_opac_i,Invalid,28.0,82.0,0.0,0.0,28
83,16,high_opac_v,Valid,28.0,83.0,0.0,0.0,28
84,16,low_opac_i,Invalid,29.0,84.0,0.0,0.0,29
85,16,high_opac_v,Valid,29.0,85.0,0.0,0.0,29
86,16,low_opac_v,Valid,29.0,86.0,0.2443787975347479,1.0,29
87,16,low_opac_v,Valid,30.0,87.0,0.0,0.0,30
88,16,high_opac_v,Valid,30.0,88.0,0.0,1.0,30
89,16,low_opac_i,Invalid,30.0,89.0,0.0,1.0,30
90,16,low_opac_v,Valid,31.0,90.0,0.2530562024918347,1.0,31
91,16,low_opac_i,Invalid,31.0,91.0,0.1799252818432837,1.0,31
92,16,high_opac_v,Valid,31.0,92.0,0.1733644252307091,1.0,31
93,16,low_opac_v,Valid,32.0,93.0,0.0,1.0,32
94,16,low_opac_i,Invalid,32.0,94.0,0.1770358836704246,1.0,32
95,16,high_opac_v,Valid,32.0,95.0,0.1702202226794797,1.0,32
96,16,low_opac_i,Invalid,33.0,96.0,0.1743454407145588,1.0,33
97,16,low_opac_v,Valid,33.0,97.0,0.0,1.0,33
98,16,high_opac_v,Valid,33.0,98.0,0.1673015700873275,1.0,33
99,16,low_opac_i,Invalid,34.0,99.0,0.1715677488337174,1.0,34
100,16,high_opac_v,Valid,34.0,100.0,0.1646022276932108,1.0,34
101,16,low_opac_v,Valid,34.0,101.0,0.2448198166405862,1.0,34
102,16,high_opac_v,Valid,35.0,102.0,0.0,0.0,35
103,16,low_opac_i,Invalid,35.0,103.0,0.1688971108642092,1.0,35
104,16,low_opac_v,Valid,35.0,104.0,0.0,1.0,35
105,16,low_opac_v,Valid,36.0,105.0,0.2395801433562183,1.0,36
106,16,low_opac_i,Invalid,36.0,106.0,0.0,0.0,36
107,16,high_opac_v,Valid,36.0,107.0,0.1721554198385438,1.0,36
108,16,high_opac_v,Valid,37.0,108.0,0.0,1.0,37
109,16,low_opac_i,Invalid,37.0,109.0,0.0,1.0,37
110,16,low_opac_v,Valid,37.0,110.0,0.0,1.0,37
111,16,high_opac_v,Valid,38.0,111.0,0.1671035887847954,0.0,38
112,16,low_opac_v,Valid,38.0,112.0,0.234832559657834,1.0,38
113,16,low_opac_i,Invalid,38.0,113.0,0.0,1.0,38
114,16,low_opac_i,Invalid,39.0,114.0,0.0,0.0,39
115,16,high_opac_v,Valid,39.0,115.0,0.1769088334104473,1.0,39
116,16,low_opac_v,Valid,39.0,116.0,0.0,1.0,39
117,16,low_opac_v,Valid,40.0,117.0,0.2301029591287241,1.0,40
118,16,high_opac_v,Valid,40.0,118.0,0.0,1.0,40
119,16,low_opac_i,Invalid,40.0,119.0,0.0,1.0,40
120,16,low_opac_v,Valid,41.0,120.0,0.0,1.0,41
121,16,low_opac_i,Invalid,41.0,121.0,0.1786392020596702,1.0,41
122,16,high_opac_v,Valid,41.0,122.0,0.1723434440597624,1.0,41
123,16,high_opac_v,Valid,42.0,123.0,0.0,1.0,42
124,16,low_opac_i,Invalid,42.0,124.0,0.0,1.0,42
125,16,low_opac_v,Valid,42.0,125.0,0.0,1.0,42
126,16,low_opac_v,Valid,43.0,126.0,0.2236987218789182,1.0,43
127,16,high_opac_v,Valid,43.0,127.0,0.1679570218848661,1.0,43
128,16,low_opac_i,Invalid,43.0,128.0,0.174598476860714,1.0,43
129,16,low_opac_v,Valid,44.0,129.0,0.2215552357209856,1.0,44
130,16,low_opac_i,Invalid,44.0,130.0,0.0,1.0,44
131,16,high_opac_v,Valid,44.0,131.0,0.0,1.0,44
132,16,low_opac_i,Invalid,45.0,132.0,0.0,1.0,45
133,16,high_opac_v,Valid,45.0,133.0,0.1640469165760807,1.0,45
134,16,low_opac_v,Valid,45.0,134.0,0.2194462565331078,1.0,45
135,16,high_opac_v,Valid,46.0,135.0,0.1620462112448457,1.0,46
136,16,low_opac_i,Invalid,46.0,136.0,0.0,0.0,46
137,16,low_opac_v,Valid,46.0,137.0,0.0,1.0,46
138,16,low_opac_v,Valid,47.0,138.0,0.2154994831509439,1.0,47
139,16,high_opac_v,Valid,47.0,139.0,0.0,1.0,47
140,16,low_opac_i,Invalid,47.0,140.0,0.1762693514951291,1.0,47
141,16,low_opac_v,Valid,48.0,141.0,0.0,1.0,48
142,16,high_opac_v,Valid,48.0,142.0,0.1582147769239549,1.0,48
143,16,low_opac_i,Invalid,48.0,143.0,0.1745401035765895,1.0,48
144,16,low_opac_i,Invalid,49.0,144.0,0.0,1.0,49
145,16,low_opac_v,Valid,49.0,145.0,0.2116873103547198,1.0,49
146,16,high_opac_v,Valid,49.0,146.0,0.0,1.0,49
147,16,low_opac_i,Invalid,50.0,147.0,0.0,1.0,50
148,16,high_opac_v,Valid,50.0,148.0,0.0,1.0,50
149,16,low_opac_v,Valid,50.0,149.0,0.2097466384305946,1.0,50
150,16,low_opac_v,Valid,51.0,150.0,0.2078583050838425,0.0,51
151,16,high_opac_v,Valid,51.0,151.0,0.0,1.0,51
152,16,low_opac_i,Invalid,51.0,152.0,0.1691887466439645,1.0,51
153,16,low_opac_i,Invalid,52.0,153.0,0.1675244031269898,1.0,52
154,16,high_opac_v,Valid,52.0,154.0,0.1512562444673875,1.0,52
155,16,low_opac_v,Valid,52.0,155.0,0.2154294168428822,1.0,52
156,16,low_opac_i,Invalid,53.0,156.0,0.1659400477869689,1.0,53
157,16,low_opac_v,Valid,53.0,157.0,0.0,1.0,53
158,16,high_opac_v,Valid,53.0,158.0,0.1495489879962509,0.0,53
159,16,low_opac_i,Invalid,54.0,159.0,0.1644163042761099,1.0,54
160,16,low_opac_v,Valid,54.0,160.0,0.2120506160936308,1.0,54
161,16,high_opac_v,Valid,54.0,161.0,0.1561924981722282,1.0,54
162,16,low_opac_i,Invalid,55.0,162.0,0.0,1.0,55
163,16,low_opac_v,Valid,55.0,163.0,0.2103291496437543,1.0,55
164,16,high_opac_v,Valid,55.0,164.0,0.1546847512283706,1.0,55
165,16,low_opac_i,Invalid,56.0,165.0,0.0,1.0,56
166,16,high_opac_v,Valid,56.0,166.0,0.0,1.0,56
167,16,low_opac_v,Valid,56.0,167.0,0.0,1.0,56
168,16,low_opac_v,Valid,57.0,168.0,0.2070049838251192,1.0,57
169,16,high_opac_v,Valid,57.0,169.0,0.0,1.0,57
170,16,low_opac_i,Invalid,57.0,170.0,0.0,1.0,57
171,16,low_opac_i,Invalid,58.0,171.0,0.1581305521795102,1.0,58
172,16,low_opac_v,Valid,58.0,172.0,0.0,1.0,58
173,16,high_opac_v,Valid,58.0,173.0,0.0,1.0,58
174,16,low_opac_i,Invalid,59.0,174.0,0.1566876884374158,1.0,59
175,16,low_opac_v,Valid,59.0,175.0,0.0,1.0,59
176,16,high_opac_v,Valid,59.0,176.0,0.1484947951654456,1.0,59
177,16,low_opac_v,Valid,60.0,177.0,0.2023329831510173,1.0,60
178,16,low_opac_i,Invalid,60.0,178.0,0.155300990520921,1.0,60
179,16,high_opac_v,Valid,60.0,179.0,0.0,1.0,60
180,16,low_opac_v,Valid,61.0,180.0,0.0,1.0,61
181,16,low_opac_i,Invalid,61.0,181.0,0.0,1.0,61
182,16,high_opac_v,Valid,61.0,182.0,0.0,1.0,61
183,16,high_opac_v,Valid,62.0,183.0,0.0,1.0,62
184,16,low_opac_v,Valid,62.0,184.0,0.0,1.0,62
185,16,low_opac_i,Invalid,62.0,185.0,0.0,1.0,62
186,16,high_opac_v,Valid,63.0,186.0,0.142999359081508,0.0,63
187,16,low_opac_i,Invalid,63.0,187.0,0.0,1.0,63
188,16,low_opac_v,Valid,63.0,188.0,0.0,1.0,63
189,16,low_opac_i,Invalid,64.0,189.0,0.1496885395691003,1.0,64
190,16,high_opac_v,Valid,64.0,190.0,0.0,1.0,64
191,16,low_opac_v,Valid,64.0,191.0,0.1961417754541491,1.0,64
192,16,low_opac_i,Invalid,65.0,192.0,0.1483166697928477,1.0,65
193,16,high_opac_v,Valid,65.0,193.0,0.1470480807578878,1.0,65
194,16,low_opac_v,Valid,65.0,194.0,0.0,1.0,65
195,16,high_opac_v,Valid,66.0,195.0,0.0,1.0,66
196,16,low_opac_v,Valid,66.0,196.0,0.0,1.0,66
197,16,low_opac_i,Invalid,66.0,197.0,0.1470069203924087,1.0,66
198,16,high_opac_v,Valid,67.0,198.0,0.0,1.0,67
199,16,low_opac_v,Valid,67.0,199.0,0.0,1.0,67
200,16,low_opac_i,Invalid,67.0,200.0,0.1457462624901794,1.0,67
201,16,low_opac_v,Valid,68.0,201.0,0.1902127180026187,1.0,68
202,16,low_opac_i,Invalid,68.0,202.0,0.0,1.0,68
203,16,high_opac_v,Valid,68.0,203.0,0.0,1.0,68
204,16,low_opac_i,Invalid,69.0,204.0,0.1432190281510826,1.0,69
205,16,high_opac_v,Valid,69.0,205.0,0.1420472440283048,1.0,69
206,16,low_opac_v,Valid,69.0,206.0,0.188716243887718,1.0,69
207,16,low_opac_i,Invalid,70.0,207.0,0.1419317185629969,1.0,70
208,16,high_opac_v,Valid,70.0,208.0,0.1407908515956945,1.0,70
209,16,low_opac_v,Valid,70.0,209.0,0.1872814167520037,1.0,70
210,16,high_opac_v,Valid,71.0,210.0,0.0,1.0,71
211,16,low_opac_v,Valid,71.0,211.0,0.0,1.0,71
212,16,low_opac_i,Invalid,71.0,212.0,0.1406497001606735,1.0,71
213,16,low_opac_v,Valid,72.0,213.0,0.1845548263644272,1.0,72
214,16,high_opac_v,Valid,72.0,214.0,0.0,1.0,72
215,16,low_opac_i,Invalid,72.0,215.0,0.1393656398933568,1.0,72
216,16,low_opac_i,Invalid,73.0,216.0,0.0,1.0,73
217,16,low_opac_v,Valid,73.0,217.0,0.1831173781020485,1.0,73
218,16,high_opac_v,Valid,73.0,218.0,0.1371726703896531,1.0,73
219,16,low_opac_i,Invalid,74.0,219.0,0.0,1.0,74
220,16,low_opac_v,Valid,74.0,220.0,0.0,1.0,74
221,16,high_opac_v,Valid,74.0,221.0,0.0,1.0,74
222,16,low_opac_i,Invalid,75.0,222.0,0.13579467874336,1.0,75
223,16,low_opac_v,Valid,75.0,223.0,0.1802683764264703,1.0,75
224,16,high_opac_v,Valid,75.0,224.0,0.1349798990490255,1.0,75
0,17,low_opac_i,Invalid,1.0,0.0,0.4,1.0,1
1,17,low_opac_v,Valid,1.0,1.0,0.0,1.0,1
2,17,high_opac_v,Valid,1.0,2.0,0.01,0.0,1
3,17,low_opac_i,Invalid,2.0,3.0,0.0,1.0,2
4,17,low_opac_v,Valid,2.0,4.0,0.0,1.0,2
5,17,high_opac_v,Valid,2.0,5.0,1.0,1.0,2
6,17,high_opac_v,Valid,3.0,6.0,0.0,1.0,3
7,17,low_opac_v,Valid,3.0,7.0,0.01,0.0,3
8,17,low_opac_i,Invalid,3.0,8.0,0.01,0.0,3
9,17,low_opac_v,Valid,4.0,9.0,0.0,1.0,4
10,17,low_opac_i,Invalid,4.0,10.0,0.1129100002702675,0.0,4
11,17,high_opac_v,Valid,4.0,11.0,0.0,1.0,4
12,17,high_opac_v,Valid,5.0,12.0,0.0,1.0,5
13,17,low_opac_i,Invalid,5.0,13.0,0.0,1.0,5
14,17,low_opac_v,Valid,5.0,14.0,0.0555460796492762,0.0,5
15,17,low_opac_i,Invalid,6.0,15.0,0.2175314310592256,0.0,6
16,17,high_opac_v,Valid,6.0,16.0,0.0,1.0,6
17,17,low_opac_v,Valid,6.0,17.0,0.0,1.0,6
18,17,high_opac_v,Valid,7.0,18.0,0.1783883928663719,0.0,7
19,17,low_opac_v,Valid,7.0,19.0,0.1452108067813101,1.0,7
20,17,low_opac_i,Invalid,7.0,20.0,0.0,1.0,7
21,17,low_opac_i,Invalid,8.0,21.0,0.0,1.0,8
22,17,high_opac_v,Valid,8.0,22.0,0.2904280475998494,1.0,8
23,17,low_opac_v,Valid,8.0,23.0,0.1273095611566007,1.0,8
24,17,low_opac_v,Valid,9.0,24.0,0.1123716255953006,1.0,9
25,17,high_opac_v,Valid,9.0,25.0,0.0,1.0,9
26,17,low_opac_i,Invalid,9.0,26.0,0.2633017344012175,1.0,9
27,17,high_opac_v,Valid,10.0,27.0,0.2484240096994542,1.0,10
28,17,low_opac_v,Valid,10.0,28.0,0.0990055231818932,1.0,10
29,17,low_opac_i,Invalid,10.0,29.0,0.0,0.0,10
30,17,high_opac_v,Valid,11.0,30.0,0.0,1.0,11
31,17,low_opac_i,Invalid,11.0,31.0,0.0,0.0,11
32,17,low_opac_v,Valid,11.0,32.0,0.0,0.0,11
33,17,high_opac_v,Valid,12.0,33.0,0.2180731984983671,1.0,12
34,17,low_opac_i,Invalid,12.0,34.0,0.3296054669745968,1.0,12
35,17,low_opac_v,Valid,12.0,35.0,0.0,0.0,12
36,17,low_opac_i,Invalid,13.0,36.0,0.0,1.0,13
37,17,low_opac_v,Valid,13.0,37.0,0.1591710767649038,1.0,13
38,17,high_opac_v,Valid,13.0,38.0,0.2055368214105296,1.0,13
39,17,low_opac_i,Invalid,14.0,39.0,0.3119840141207176,1.0,14
40,17,high_opac_v,Valid,14.0,40.0,0.1942818594057468,1.0,14
41,17,low_opac_v,Valid,14.0,41.0,0.0,1.0,14
42,17,low_opac_v,Valid,15.0,42.0,0.1441836646892474,0.0,15
43,17,high_opac_v,Valid,15.0,43.0,0.0,1.0,15
44,17,low_opac_i,Invalid,15.0,44.0,0.0,0.0,15
45,17,low_opac_v,Valid,16.0,45.0,0.1686151631622713,1.0,16
46,17,low_opac_i,Invalid,16.0,46.0,0.329879273364657,1.0,16
47,17,high_opac_v,Valid,16.0,47.0,0.0,1.0,16
48,17,low_opac_i,Invalid,17.0,48.0,0.3235453733432455,1.0,17
49,17,low_opac_v,Valid,17.0,49.0,0.0,1.0,17
50,17,high_opac_v,Valid,17.0,50.0,0.0,1.0,17
51,17,low_opac_i,Invalid,18.0,51.0,0.0,1.0,18
52,17,high_opac_v,Valid,18.0,52.0,0.0,0.0,18
53,17,low_opac_v,Valid,18.0,53.0,0.0,1.0,18
54,17,high_opac_v,Valid,19.0,54.0,0.0,1.0,19
55,17,low_opac_i,Invalid,19.0,55.0,0.3121782558289862,1.0,19
56,17,low_opac_v,Valid,19.0,56.0,0.0,1.0,19
57,17,low_opac_i,Invalid,20.0,57.0,0.3069684468412291,1.0,20
58,17,low_opac_v,Valid,20.0,58.0,0.0,1.0,20
59,17,high_opac_v,Valid,20.0,59.0,0.0,1.0,20
60,17,low_opac_i,Invalid,21.0,60.0,0.0,1.0,21
61,17,low_opac_v,Valid,21.0,61.0,0.1421982371174509,1.0,21
62,17,high_opac_v,Valid,21.0,62.0,0.1729619610757169,1.0,21
63,17,low_opac_v,Valid,22.0,63.0,0.0,1.0,22
64,17,low_opac_i,Invalid,22.0,64.0,0.2976468113536685,1.0,22
65,17,high_opac_v,Valid,22.0,65.0,0.1669248443866244,1.0,22
66,17,low_opac_v,Valid,23.0,66.0,0.1336282495787917,1.0,23
67,17,high_opac_v,Valid,23.0,67.0,0.0,0.0,23
68,17,low_opac_i,Invalid,23.0,68.0,0.0,1.0,23
69,17,low_opac_v,Valid,24.0,69.0,0.1295082811441142,1.0,24
70,17,high_opac_v,Valid,24.0,70.0,0.1819930330528005,1.0,24
71,17,low_opac_i,Invalid,24.0,71.0,0.0,0.0,24
72,17,high_opac_v,Valid,25.0,72.0,0.1772818602890564,1.0,25
73,17,low_opac_v,Valid,25.0,73.0,0.0,1.0,25
74,17,low_opac_i,Invalid,25.0,74.0,0.0,1.0,25
75,17,low_opac_v,Valid,26.0,75.0,0.1221966302546498,0.0,26
76,17,low_opac_i,Invalid,26.0,76.0,0.3010446633060901,1.0,26
77,17,high_opac_v,Valid,26.0,77.0,0.0,1.0,26
78,17,low_opac_v,Valid,27.0,78.0,0.1359812963063938,0.0,27
79,17,low_opac_i,Invalid,27.0,79.0,0.2974686489408846,1.0,27
80,17,high_opac_v,Valid,27.0,80.0,0.1686105413607521,1.0,27
81,17,low_opac_i,Invalid,28.0,81.0,0.2941759048732243,1.0,28
82,17,low_opac_v,Valid,28.0,82.0,0.0,1.0,28
83,17,high_opac_v,Valid,28.0,83.0,0.0,1.0,28
84,17,low_opac_i,Invalid,29.0,84.0,0.0,0.0,29
85,17,high_opac_v,Valid,29.0,85.0,0.0,1.0,29
86,17,low_opac_v,Valid,29.0,86.0,0.1463964627776213,0.0,29
87,17,low_opac_i,Invalid,30.0,87.0,0.0,1.0,30
88,17,high_opac_v,Valid,30.0,88.0,0.1566095043075342,1.0,30
89,17,low_opac_v,Valid,30.0,89.0,0.1588191518273093,1.0,30
90,17,high_opac_v,Valid,31.0,90.0,0.0,1.0,31
91,17,low_opac_v,Valid,31.0,91.0,0.0,1.0,31
92,17,low_opac_i,Invalid,31.0,92.0,0.3002511745324082,1.0,31
93,17,high_opac_v,Valid,32.0,93.0,0.0,1.0,32
94,17,low_opac_v,Valid,32.0,94.0,0.1532755580102858,0.0,32
95,17,low_opac_i,Invalid,32.0,95.0,0.2973526202796396,1.0,32
96,17,low_opac_i,Invalid,33.0,96.0,0.2946534884982376,1.0,33
97,17,low_opac_v,Valid,33.0,97.0,0.0,1.0,33
98,17,high_opac_v,Valid,33.0,98.0,0.1457797629340741,1.0,33
99,17,low_opac_i,Invalid,34.0,99.0,0.2918671941226434,1.0,34
100,17,high_opac_v,Valid,34.0,100.0,0.0,1.0,34
101,17,low_opac_v,Valid,34.0,101.0,0.0,1.0,34
102,17,high_opac_v,Valid,35.0,102.0,0.0,1.0,35
103,17,low_opac_i,Invalid,35.0,103.0,0.2891783130161409,1.0,35
104,17,low_opac_v,Valid,35.0,104.0,0.158648332989014,1.0,35
105,17,low_opac_i,Invalid,36.0,105.0,0.2866483045164713,1.0,36
106,17,high_opac_v,Valid,36.0,106.0,0.1357168155446367,1.0,36
107,17,low_opac_v,Valid,36.0,107.0,0.0,1.0,36
108,17,low_opac_v,Valid,37.0,108.0,0.1539620421280601,0.0,37
109,17,high_opac_v,Valid,37.0,109.0,0.0,1.0,37
110,17,low_opac_i,Invalid,37.0,110.0,0.2842643359396323,0.0,37
111,17,low_opac_i,Invalid,38.0,111.0,0.0,1.0,38
112,17,low_opac_v,Valid,38.0,112.0,0.1630663742502319,1.0,38
113,17,high_opac_v,Valid,38.0,113.0,0.1293027546078783,0.0,38
114,17,low_opac_i,Invalid,39.0,114.0,0.0,1.0,39
115,17,low_opac_v,Valid,39.0,115.0,0.1607622417542756,0.0,39
116,17,high_opac_v,Valid,39.0,116.0,0.1418821495819674,0.0,39
117,17,low_opac_v,Valid,40.0,117.0,0.1695341532087851,1.0,40
118,17,low_opac_i,Invalid,40.0,118.0,0.0,1.0,40
119,17,high_opac_v,Valid,40.0,119.0,0.1527336393721435,1.0,40
120,17,low_opac_i,Invalid,41.0,120.0,0.2868852130330939,1.0,41
121,17,high_opac_v,Valid,41.0,121.0,0.1501329567263337,0.0,41
122,17,low_opac_v,Valid,41.0,122.0,0.167413776701569,1.0,41
123,17,low_opac_i,Invalid,42.0,123.0,0.0,1.0,42
124,17,low_opac_v,Valid,42.0,124.0,0.1654156509788798,1.0,42
125,17,high_opac_v,Valid,42.0,125.0,0.0,1.0,42
126,17,high_opac_v,Valid,43.0,126.0,0.1577238494420257,1.0,43
127,17,low_opac_v,Valid,43.0,127.0,0.0,1.0,43
128,17,low_opac_i,Invalid,43.0,128.0,0.0,1.0,43
129,17,low_opac_v,Valid,44.0,129.0,0.1614950922409085,1.0,44
130,17,low_opac_i,Invalid,44.0,130.0,0.0,1.0,44
131,17,high_opac_v,Valid,44.0,131.0,0.0,1.0,44
132,17,high_opac_v,Valid,45.0,132.0,0.0,1.0,45
133,17,low_opac_v,Valid,45.0,133.0,0.1595246181892018,1.0,45
134,17,low_opac_i,Invalid,45.0,134.0,0.0,1.0,45
135,17,high_opac_v,Valid,46.0,135.0,0.1511647485883421,1.0,46
136,17,low_opac_i,Invalid,46.0,136.0,0.2765923174169939,1.0,46
137,17,low_opac_v,Valid,46.0,137.0,0.0,1.0,46
138,17,low_opac_v,Valid,47.0,138.0,0.0,1.0,47
139,17,high_opac_v,Valid,47.0,139.0,0.0,0.0,47
140,17,low_opac_i,Invalid,47.0,140.0,0.0,1.0,47
141,17,low_opac_v,Valid,48.0,141.0,0.0,1.0,48
142,17,low_opac_i,Invalid,48.0,142.0,0.2728047524893192,1.0,48
143,17,high_opac_v,Valid,48.0,143.0,0.1574828199702758,1.0,48
144,17,low_opac_i,Invalid,49.0,144.0,0.2709046458384132,1.0,49
145,17,high_opac_v,Valid,49.0,145.0,0.0,0.0,49
146,17,low_opac_v,Valid,49.0,146.0,0.0,0.0,49
147,17,low_opac_i,Invalid,50.0,147.0,0.269029124692712,1.0,50
148,17,high_opac_v,Valid,50.0,148.0,0.1637235374384004,1.0,50
149,17,low_opac_v,Valid,50.0,149.0,0.1592153232375269,1.0,50
150,17,high_opac_v,Valid,51.0,150.0,0.1618170042613117,1.0,51
151,17,low_opac_v,Valid,51.0,151.0,0.0,1.0,51
152,17,low_opac_i,Invalid,51.0,152.0,0.267240621507529,1.0,51
153,17,low_opac_i,Invalid,52.0,153.0,0.2655343446268462,1.0,52
154,17,high_opac_v,Valid,52.0,154.0,0.1599403909893594,1.0,52
155,17,low_opac_v,Valid,52.0,155.0,0.1559680757500784,1.0,52
156,17,high_opac_v,Valid,53.0,156.0,0.158124320268767,1.0,53
157,17,low_opac_v,Valid,53.0,157.0,0.0,1.0,53
158,17,low_opac_i,Invalid,53.0,158.0,0.2638886054306144,1.0,53
159,17,high_opac_v,Valid,54.0,159.0,0.1564032489142328,0.0,54
160,17,low_opac_v,Valid,54.0,160.0,0.0,1.0,54
161,17,low_opac_i,Invalid,54.0,161.0,0.0,1.0,54
162,17,low_opac_i,Invalid,55.0,162.0,0.2604106793276388,1.0,55
163,17,low_opac_v,Valid,55.0,163.0,0.0,1.0,55
164,17,high_opac_v,Valid,55.0,164.0,0.0,0.0,55
165,17,high_opac_v,Valid,56.0,165.0,0.1702468751790001,1.0,56
166,17,low_opac_v,Valid,56.0,166.0,0.1496937555361951,0.0,56
167,17,low_opac_i,Invalid,56.0,167.0,0.0,1.0,56
168,17,low_opac_v,Valid,57.0,168.0,0.155794578165109,1.0,57
169,17,low_opac_i,Invalid,57.0,169.0,0.0,0.0,57
170,17,high_opac_v,Valid,57.0,170.0,0.0,1.0,57
171,17,high_opac_v,Valid,58.0,171.0,0.1670388159044089,0.0,58
172,17,low_opac_v,Valid,58.0,172.0,0.0,0.0,58
173,17,low_opac_i,Invalid,58.0,173.0,0.2638451304562716,1.0,58
174,17,low_opac_v,Valid,59.0,174.0,0.1600794387430201,1.0,59
175,17,high_opac_v,Valid,59.0,175.0,0.1735727345420948,1.0,59
