trials.label,trials.startVal,trials.maxVal,trials.minVal,trials.startValSd,trials.pthreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.stepSize,trials.range,trials.cue,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepType,trials.intensity,signalOpacity,level,trials.response,stair_eye_ok,nTrial,position,validity,Stimulus,orientation,response_key,response_rt,response_correct,confidence,confidence_rt,eye_ok,trial_rep,participant,session,date,expName,psychopyVersion,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,972.0783931000042,1,3.0,2.4298036000109278,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,975.5978501999634,1,3.0,2.362420099962037,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,978.8141991999582,1,3.0,2.1958860000013374,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,982.0301188000012,0,3.0,2.3459232000168413,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,985.3428412000067,1,3.0,2.1965922999661416,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,988.574417900003,0,3.0,2.46210439997958,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,1,992.0935695999651,1,3.0,2.462965299957432,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,995.8227697999682,0,3.0,2.6129413000307977,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,signal,0,1,999.1017516999855,1,3.0,2.6963343000388704,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1002.7661885999842,1,3.0,2.729423200013116,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1006.6067463000072,0,3.0,2.362354199984111,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,1,1010.3655206999974,1,3.0,2.97918630001368,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,noise,0,2,1013.9818273999845,1,3.0,2.346428900025785,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1019.0068098999909,1,3.0,4.062993200030178,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,noise,0,2,1022.4946176999947,1,3.0,2.3957366999820806,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,2,1025.790013299964,0,3.0,2.2961660000146367,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1028.8456124999793,1,3.0,2.063080899999477,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1032.173388299998,0,3.0,2.2118625000002794,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1035.3748686999897,1,3.0,2.22950379998656,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1038.7338024000055,1,3.0,2.6293877999996766,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,1,1042.2214300999767,1,3.0,2.229021900042426,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,1,1045.421878299967,1,3.0,2.1793758000130765,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,1,1048.8783681999776,1,3.0,2.4964727999758907,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,signal,0,1,1052.1735922999796,1,3.0,2.5792538999812678,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,signal,0,1,1055.7263093999936,1,3.0,2.2625710999709554,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1059.2304591999855,1,3.0,2.446402199973818,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1062.462565599999,0,3.0,2.47883079998428,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Invalid,signal,0,1,1065.918278499972,1,3.0,2.4624880000483245,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,1,1069.7265253000078,0,3.0,2.529620499990415,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1075.3267471999861,0,3.0,5.030338999989908,True,2,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Invalid,signal,0,2,1079.0221399999573,0,3.0,2.196076499996707,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,noise,0,2,1082.0783321000054,1,3.0,2.2123423000448383,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1085.3262967999908,1,3.0,2.245845499972347,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1088.5096998999943,0,3.0,2.12914809997892,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Invalid,noise,0,2,1091.8068415999878,1,3.0,2.31293790001655,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1095.1659322999767,0,3.0,2.5628768000169657,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1098.7182054999867,0,3.0,2.5963440000195988,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,2,1102.3014767999994,0,3.0,2.363161199958995,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1105.6774242999963,1,3.0,2.3288113999878988,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1108.9742340999655,1,3.0,2.4131601999979466,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,2,1112.3986826000037,1,3.0,2.5459996000281535,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,noise,0,2,1115.9348257000092,1,3.0,2.26235929998802,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1119.1504808999598,1,3.0,2.2293449999997392,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,2,1122.4460900999838,0,3.0,2.2295569999841973,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1125.6628636000096,1,3.0,2.229476800013799,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,2,1128.8775283999857,0,3.0,2.1453238999820314,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,2,1131.8216797999921,0,3.0,2.113025500031654,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,2,1135.3417240999988,0,3.0,2.362608800001908,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1138.5108058999758,1,3.0,2.1624975000158884,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1141.6134346000035,1,3.0,2.24582339997869,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,noise,0,2,1144.8942223999766,1,3.0,2.2969366000033915,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1148.270683699986,1,3.0,2.261937899980694,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,signal,0,2,1151.4546999000013,0,3.0,2.146351900009904,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1154.3508134000003,1,3.0,2.0119945000042208,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1157.838857099996,1,3.0,2.429706399969291,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1161.1180241999682,1,3.0,2.195817400002852,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1164.366779599979,1,3.0,2.2790239000460133,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,signal,0,2,1167.6782564999885,0,3.0,2.3129050999996252,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1170.830811199965,0,3.0,2.0957998000085354,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1174.1903329999768,1,3.0,2.496239800006151,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,1,1177.518498999998,1,3.0,2.2788479999871925,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1180.669984999986,1,3.0,1.9794970999937505,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,2,1184.4300373999868,0,3.0,2.9132193999830633,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Invalid,signal,0,1,1187.9027859999915,1,3.0,2.795758799999021,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1191.5976221999736,1,3.0,2.2466871000360698,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1194.6539772999822,0,3.0,1.9785697999759577,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,signal,0,2,1197.7425248000072,0,3.0,2.229473899991717,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1201.4537712999736,0,3.0,2.829740099958144,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1204.9260083999834,1,3.0,2.395641600014642,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1208.1748124999576,0,3.0,2.246052500035148,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,2,1211.5823738999898,1,3.0,2.2131777000031434,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1214.6857249999885,1,3.0,2.195183100004215,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1217.8223477999563,0,3.0,2.179414000012912,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1221.1505749999778,0,3.0,2.2465603000018746,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,2,1224.3020330999861,1,3.0,2.14537579996977,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,2,1227.3906040999573,1,3.0,2.1794579999987036,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1230.7508227999788,1,3.0,2.312554799951613,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1234.1747419000021,1,3.0,2.3968507000245154,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1237.6462873999844,1,3.0,2.5620118999504484,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Invalid,noise,0,2,1240.9098105999874,1,3.0,2.1463976000086404,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1244.078450299974,0,3.0,2.262099899991881,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,1247.3905832999735,1,3.0,2.1292309000273235,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,signal,0,2,1250.5104674999602,0,3.0,2.2632794000091963,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,signal,0,1,1254.0615583999897,1,3.0,2.495560899958946,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1257.5828786999919,1,3.0,2.5461711999960244,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,noise,0,2,1260.8628219999955,1,3.0,2.195857700018678,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,1,1264.8308489999617,0,3.0,3.096519000013359,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1268.4299607999856,1,3.0,2.596653399989009,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,1271.8382068999927,1,3.0,2.329034299997147,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1276.3183918999857,1,3.0,3.4631429000291973,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,noise,0,2,1279.5654428999987,1,3.0,2.2625025999732316,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,1,1282.7502317999606,1,3.0,2.14589609997347,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1285.9505002999795,0,3.0,2.296085999987554,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1289.4066039999598,0,3.0,2.3461157000274397,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1292.7016623999807,1,3.0,2.246145399985835,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Invalid,signal,0,1,1295.8548551999847,1,3.0,2.129300000029616,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Invalid,signal,0,2,1298.9738347000093,0,3.0,2.213030999992043,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1302.2700894000009,1,3.0,2.262202400015667,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,1305.646343600005,1,3.0,2.2796866000280716,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,1,1308.9576678999583,0,3.0,2.3619606000138447,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1312.2388659999706,1,3.0,2.2966083999490365,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1315.3903226999682,1,3.0,2.1290446000057273,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1318.525567499979,0,3.0,2.162655199994333,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,signal,0,1,1321.758508400002,1,3.0,2.196621100010816,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,1,1324.9582092000055,1,3.0,2.1784095000475645,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1328.046452999988,1,3.0,2.0291528000379913,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1331.3426920999773,1,3.0,2.346245800028555,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1334.4614652000018,1,3.0,2.212271599972155,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1337.6627616999904,1,3.0,1.9960603999788873,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,1,1340.7654814000125,1,3.0,2.362825000018347,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1344.1416713999934,0,3.0,2.1964746000012383,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1347.3100049999775,1,3.0,2.1621181000373326,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,noise,0,2,1350.4941244999645,1,3.0,2.162851499975659,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1353.4378074000124,1,3.0,2.01187819999177,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,signal,0,2,1358.1741616000072,0,3.0,3.7133765999460593,True,2,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1361.326211699983,1,3.0,2.36301089997869,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,noise,0,2,1364.6380514999619,1,3.0,2.0790338000515476,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1367.7741267000092,1,3.0,2.0626456000027247,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,signal,0,2,1371.389656699961,0,3.0,2.745972000004258,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-2274,Valid,noise,0,2,1374.861608200008,1,3.0,2.3957451000460424,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Valid,noise,0,2,1377.933947899961,1,3.0,2.012658200052101,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1381.0068846999784,1,3.0,2.29587430000538,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1384.3975154999644,1,3.0,2.2289343000156805,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1387.7741661999607,1,3.0,2.4299492000136524,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Valid,noise,0,2,1391.006168299995,1,3.0,2.178997299983166,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1158,Invalid,signal,0,1,1394.1742762000067,1,3.0,2.162368700024672,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Invalid,signal,0,1,1399.4863906999817,1,3.0,4.41382600000361,True,2,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1402.6867089999723,1,3.0,2.012287200021092,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,2274,Invalid,signal,0,2,1405.9028421000112,0,3.0,2.212614100018982,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,2,1409.0707481999998,0,1.0,4.146282999950927,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Invalid,noise,0,2,1414.350712799991,1,3.0,2.3131871999939904,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,noise,0,2,1417.6623742000083,1,3.0,2.246006599976681,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Invalid,noise,0,2,1420.7188151999726,1,3.0,2.195963100006338,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1158,Valid,signal,0,1,1424.0140191999963,1,3.0,2.312519200029783,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,1,1427.2456094999798,1,3.0,2.1962847000104375,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,noise,0,2,1430.6374850000138,1,3.0,2.4127443000325,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,557,Valid,noise,0,2,1433.9182107999804,1,3.0,2.3123925999971107,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-1716,Valid,signal,0,1,1437.405983500008,1,3.0,2.3297451000544243,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,-557,Valid,noise,0,2,1440.4303363999934,1,3.0,1.9620456999982707,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
,,,,,,,,,,,,,,,,,,,,,,,0,1716,Valid,signal,0,1,1443.5017623999738,1,3.0,2.163190699997358,True,1,16,A,2023-09-13_10h41.26.185,exp3,2022.2.2,
