trials.label,trials.startVal,trials.maxVal,trials.minVal,trials.startValSd,trials.pthreshold,trials.beta,trials.delta,trials.gamma,trials.grain,trials.stepSize,trials.range,trials.cue,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepType,trials.intensity,signalOpacity,stair_response_correct,level,trials.response,stair_eye_ok,nTrial,position,validity,Stimulus,orientation,response_key,response_rt,response_correct,confidence,confidence_rt,eye_ok,trial_rep,participant,session,date,expName,psychopyVersion,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,36,105,start,lin,0.09995445774022749,0.09995445774022749,0,0.09995445774022749,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,36,106,start,lin,0.14857836223459425,0.14857836223459425,1,0.14857836223459425,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,36,107,start,lin,0.1852466522545526,0,1,0.1852466522545526,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,37,108,start,lin,0.14596888947540387,0,1,0.14596888947540387,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,37,109,start,lin,0.18292647514810717,0.18292647514810717,1,0.18292647514810717,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,37,110,start,lin,0.1103847030048341,0.1103847030048341,1,0.1103847030048341,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,38,111,start,lin,0.14351294433914807,0,1,0.14351294433914807,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,38,112,start,lin,0.10790021117278753,0,1,0.10790021117278753,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,38,113,start,lin,0.18048779238062668,0,1,0.18048779238062668,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,39,114,start,lin,0.14095173149826823,0.14095173149826823,0,0.14095173149826823,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,39,115,start,lin,0.10557086693856982,0.10557086693856982,0,0.10557086693856982,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,39,116,start,lin,0.17814298570824302,0,0,0.17814298570824302,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,40,117,start,lin,0.1152682606579934,0.1152682606579934,0,0.1152682606579934,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,40,118,start,lin,0.18736179775689832,0,1,0.18736179775689832,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,40,119,start,lin,0.15064845025396664,0,1,0.15064845025396664,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,41,120,start,lin,0.18526672566481112,0,0,0.18526672566481112,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,41,121,start,lin,0.12457624473317974,0,1,0.12457624473317974,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,41,122,start,lin,0.1482716595094574,0.1482716595094574,1,0.1482716595094574,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,42,123,start,lin,0.14604949016895427,0,1,0.14604949016895427,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,42,124,start,lin,0.19413528913549064,0.19413528913549064,1,0.19413528913549064,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,42,125,start,lin,0.12237538926779407,0,1,0.12237538926779407,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,43,126,start,lin,0.19203517120591274,0,1,0.19203517120591274,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,43,127,start,lin,0.14394264368451087,0,1,0.14394264368451087,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,43,128,start,lin,0.12023203422720208,0,1,0.12023203422720208,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,44,129,start,lin,0.1417353202673975,0.1417353202673975,1,0.1417353202673975,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,44,130,start,lin,0.11816653701146257,0.11816653701146257,1,0.11816653701146257,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,44,131,start,lin,0.1899831911559763,0,1,0.1899831911559763,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,45,132,start,lin,0.13958175324140823,0,1,0.13958175324140823,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,45,133,start,lin,0.18801751002607575,0,1,0.18801751002607575,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,45,134,start,lin,0.11622096514225638,0.11622096514225638,1,0.11622096514225638,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,46,135,start,lin,0.1375372258679172,0.1375372258679172,1,0.1375372258679172,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,46,136,start,lin,0.18616285138564712,0.18616285138564712,1,0.18616285138564712,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,46,137,start,lin,0.11436549585433459,0,1,0.11436549585433459,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,47,138,start,lin,0.13560579545568094,0,1,0.13560579545568094,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,47,139,start,lin,0.18439162255044017,0,1,0.18439162255044017,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,47,140,start,lin,0.11241389838310334,0,1,0.11241389838310334,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,48,141,start,lin,0.18252710835027097,0.18252710835027097,0,0.18252710835027097,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,48,142,start,lin,0.11050315009799816,0.11050315009799816,1,0.11050315009799816,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,48,143,start,lin,0.13375787511860174,0,1,0.13375787511860174,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,49,144,start,lin,0.13180679369433695,0.13180679369433695,0,0.13180679369433695,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,49,145,start,lin,0.1896158830358443,0,1,0.1896158830358443,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,49,146,start,lin,0.10863639469751152,0.10863639469751152,1,0.10863639469751152,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,50,147,start,lin,0.13924854661541325,0.13924854661541325,1,0.13924854661541325,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,50,148,start,lin,0.10686989488279341,0.10686989488279341,1,0.10686989488279341,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,50,149,start,lin,0.18787652173693636,0.18787652173693636,1,0.18787652173693636,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,51,150,start,lin,0.18622701176860262,0.18622701176860262,1,0.18622701176860262,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,51,151,start,lin,0.13744791662928502,0.13744791662928502,1,0.13744791662928502,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,51,152,start,lin,0.10518397210107217,0.10518397210107217,1,0.10518397210107217,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,52,153,start,lin,0.13573813509900054,0,0,0.13573813509900054,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,52,154,start,lin,0.10355721267878559,0.10355721267878559,1,0.10355721267878559,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,52,155,start,lin,0.18464590982020157,0.18464590982020157,1,0.18464590982020157,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,53,156,start,lin,0.1829778403721581,0,0,0.1829778403721581,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,53,157,start,lin,0.10182676644699457,0,1,0.10182676644699457,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,53,158,start,lin,0.14305009243923855,0,1,0.14305009243923855,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,54,159,start,lin,0.18932475839338705,0,1,0.18932475839338705,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,54,160,start,lin,0.10011757221711215,0,1,0.10011757221711215,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,54,161,start,lin,0.14132626060392955,0.14132626060392955,1,0.14132626060392955,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,55,162,start,lin,0.13962425696997266,0,1,0.13962425696997266,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,55,163,start,lin,0.09844708484951104,0,1,0.09844708484951104,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,55,164,start,lin,0.18776523360264216,0,1,0.18776523360264216,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,56,165,start,lin,0.18628024430869106,0,0,0.18628024430869106,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,56,166,start,lin,0.09686099213818089,0,1,0.09686099213818089,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,56,167,start,lin,0.137994729130503,0.137994729130503,1,0.137994729130503,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,57,168,start,lin,0.09534072826606449,0.09534072826606449,0,0.09534072826606449,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,57,169,start,lin,0.19263959522808194,0.19263959522808194,1,0.19263959522808194,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,57,170,start,lin,0.13644670895794353,0.13644670895794353,1,0.13644670895794353,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,58,171,start,lin,0.1911382731055353,0,1,0.1911382731055353,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,58,172,start,lin,0.13496144852406444,0,1,0.13496144852406444,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,58,173,start,lin,0.10195680486857656,0.10195680486857656,1,0.10195680486857656,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,59,174,start,lin,0.10041522867002278,0,1,0.10041522867002278,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,59,175,start,lin,0.18964812554990762,0.18964812554990762,1,0.18964812554990762,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,59,176,start,lin,0.1333944403251787,0.1333944403251787,1,0.1333944403251787,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,60,177,start,lin,0.13185957190938136,0,0,0.13185957190938136,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,60,178,start,lin,0.09889289513216354,0,1,0.09889289513216354,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,60,179,start,lin,0.18821655584120733,0.18821655584120733,1,0.18821655584120733,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,61,180,start,lin,0.13775852592764642,0,1,0.13775852592764642,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,61,181,start,lin,0.18685318121926067,0.18685318121926067,1,0.18685318121926067,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,61,182,start,lin,0.09744266431387716,0.09744266431387716,0,0.09744266431387716,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,62,183,start,lin,0.1363595383219117,0.1363595383219117,1,0.1363595383219117,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,62,184,start,lin,0.10347648698226763,0.10347648698226763,1,0.10347648698226763,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,62,185,start,lin,0.18554350359954336,0.18554350359954336,1,0.18554350359954336,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,63,186,start,lin,0.13501273285769122,0,1,0.13501273285769122,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,63,187,start,lin,0.1842746784567895,0,1,0.1842746784567895,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,63,188,start,lin,0.10206099221021525,0,1,0.10206099221021525,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,64,189,start,lin,0.1337047292634576,0.1337047292634576,1,0.1337047292634576,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,64,190,start,lin,0.10065727262868945,0,1,0.10065727262868945,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,64,191,start,lin,0.1829236388210157,0,1,0.1829236388210157,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,65,192,start,lin,0.18159090490756705,0.18159090490756705,1,0.18159090490756705,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,65,193,start,lin,0.13230734692330756,0.13230734692330756,1,0.13230734692330756,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,65,194,start,lin,0.09926041436735256,0,1,0.09926041436735256,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,66,195,start,lin,0.13092439768604808,0.13092439768604808,1,0.13092439768604808,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,66,196,start,lin,0.18026416877533974,0,1,0.18026416877533974,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,66,197,start,lin,0.09792195517069219,0,1,0.09792195517069219,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,67,198,start,lin,0.12954635850676074,0,1,0.12954635850676074,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,67,199,start,lin,0.09664099131044085,0,1,0.09664099131044085,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,67,200,start,lin,0.17895511675853956,0.17895511675853956,1,0.17895511675853956,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,68,201,start,lin,0.17770710828961206,0,1,0.17770710828961206,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,68,202,start,lin,0.12822016381063922,0.12822016381063922,1,0.12822016381063922,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,68,203,start,lin,0.09540516048014297,0,1,0.09540516048014297,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,69,204,start,lin,0.12695359789857452,0,1,0.12695359789857452,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,69,205,start,lin,0.1765103107401202,0.1765103107401202,0,0.1765103107401202,0,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,69,206,start,lin,0.09420337766928288,0,1,0.09420337766928288,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,70,207,start,lin,0.18169958772652567,0,1,0.18169958772652567,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,70,208,start,lin,0.12573436358678225,0,1,0.12573436358678225,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_v,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,0,70,209,start,lin,0.09291908256537718,0,1,0.09291908256537718,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
high_opac_v,0.01,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Valid,1,71,210,start,lin,0.1245514735192719,0.1245514735192719,1,0.1245514735192719,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
low_opac_i,0.4,1,0.01,3,0.82,3.5,0.01,0,0.01,4,5,Invalid,2,71,211,start,lin,0.18047586877830896,0.18047586877830896,1,0.18047586877830896,1,True,,,,,,,,,,,,,32,A,2023-11-16_15h13.43.413,exp3,2022.2.2,
